id,year,location,estab,formal,service,sector,group,grphq,market1,market2,market3,market4,market5,market6,market7,market8,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,percent_graduate_staff,ftphd,ftms,ftbs,fthnd,ftdip,ftother,ptphd,ptms,ptbs,pthnd,ptdip,ptother,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,iprod1,iprod2,prod_dev1,prod_dev2,prod_dev3,prod_dev4,prod_origin1,prod_origin2,prod_origin3,prod_origin4,prod_origin5,prod_origin6,prod_origin7,nmprod,nfprod,snmprod,snfprod,sucprod,iproc1,iproc2,iproc3,proc_dev1,proc_dev2,proc_dev3,proc_dev4,proc_origin1,proc_origin2,proc_origin3,proc_origin4,proc_origin5,proc_origin6,proc_origin7,nmproc,nfproc,abandoned_iact,ongoing_iact,iact1,crd,ord,iact2,iact3,iact3_1,iact4,iact5,iact5_1,iact6,iact7,iact8,iact9,iact10,iact11,iact12,rddept,rddept_HOD,rdstaff,rd_ftphd,rd_ftms,rd_ftbs,rd_fthnd,rd_ftdip,rd_ftother,rd_ptphd,rd_ptms,rd_ptbs,rd_pthnd,rd_ptdip,rd_ptother,iexp1,iexp2,iexp3,iexp4,iexptotal,coop,coopn1,coopn2,coopn3,coopn4,coopn5,coopn6,coopn7,coopwa1,coopwa2,coopwa3,coopwa4,coopwa5,coopwa6,coopwa7,coopa1,coopa2,coopa3,coopa4,coopa5,coopa6,coopa7,coope1,coope2,coope3,coope4,coope5,coope6,coope7,coopus1,coopus2,coopus3,coopus4,coopus5,coopus6,coopus7,coopas1,coopas2,coopas3,coopas4,coopas5,coopas6,coopas7,coopo1,coopo2,coopo3,coopo4,coopo5,coopo6,coopo7,valcoop,id_valcoop1,add_valcoop1,id_valcoop2,add_valcoop2,id_valcoop3,add_valcoop3,id_valcoop4,add_valcoop4,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,info_prod1,info_proc1,info_mark1,info_qual1,info_prod2,info_proc2,info_mark2,info_qual2,info_prod3,info_proc3,info_mark3,info_qual3,info_prod4,info_proc4,info_mark4,info_qual4,info_prod5,info_proc5,info_mark5,info_qual5,info_prod6,info_proc6,info_mark6,info_qual6,info_prod7,info_proc7,info_mark7,info_qual7,info_prod8,info_proc8,info_mark8,info_qual8,info_prod9,info_proc9,info_mark9,info_qual9,info_prod10,info_proc10,info_mark10,info_qual10,license,lic_local_ri,lic_foreign_ri,lic_local_firm,lic_foreign_firm,inno_license,subcontractor,outsource,ieffect_prod1,ieffect_prod2,ieffect_prod2a,ieffect_prod2b,ieffect_prod3,ieffect_proc1,ieffect_proc2,ieffect_proc3,ieffect_proc4,ieffect_proc5,ieffect_other1,ieffect_other1a,ieffect_other1b,ieffect_other2,ieffect_other3,inno_motive1,inno_motive1a,inno_motive2,inno_motive2a,inno_motive3,inno_motive3a,inno_motive4,inno_motive5,inno_motive5a,inno_motive6,inno_motive6a,inno_motive7,inno_motive7a,inno_motive8,inno_motive8a,inno_motive8b,inno_motive8c,inno_motive9,inno_motive10,inno_motive11,inno_motive11a,inno_motive11b,inno_motive12,inno_motive13,inno_motive13a,inno_motive14,inno_motive15,iabandon_concept,iabandon_ongoing,iabandon_delayed,obstacle_cost1,obstacle_cost2,obstacle_cost3,obstacle_cost4,obstacle_cost5,obstacle_knowledge1,obstacle_knowledge2,obstacle_knowledge3,obstacle_knowledge4,obstacle_market1,obstacle_market2,obstacle_market3,obstacle_market4,obstacle_market5,obstacle_infra1,obstacle_infra2,obstacle_need1,obstacle_need2,obstacle_other1,obstacle_other2,obstacle_other3,patapply,npatapply,fpatapply,npat,fpat,design,trademk,copyrt,licenser,iorg1,iorg2,iorg3,imark1,imark2,imark3,imark4,ieffect_org1,ieffect_org2,ieffect_org3,ieffect_org4,ieffect_org5,firm_new,nigeria_new,world_new,describe_new,example_inno1,example_inno2,example_inno3,govsup,finsup0,finsup1,finsup2,finsup3,finsup4,finsup5,finsup6,finsup7,aware_policy,policysup1,policysup2,policysup3,policysup4,policysup5,policysup6,policysup7,policysup8,hinder_policy,example_support_policy1,example_support_policy2,example_support_policy3,example_support_policy4,example_hinder_policy1,example_hinder_policy2,example_hinder_policy3,example_hinder_policy4,example_hinder_policy5,example_hinder_policy6,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8
173,2008,0,2002,1,0,17,0, ,1,0,0,0,0,0,0,0,2400,2200,2100,0,0,0,2400,2200,2100, , , , ,0,3,20,0,500,1577,0,0,0,0,0,0,1200000000,1500000000,1600000000, , , ,1,0,1,0,0, ,1,0, , , , , ,0,0,70,25,5,0,0,0, , , , , , , , , , , , , ,0,0,1,0,1,0,1, ,0,0, ,0,0,1,1,0,0, ,1,3,20, , ,2,2,3, , , , , ,15, ,35000000, , , ,62000000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0, , , , , ,0, ,3,0, , ,3,2,2,0,3, ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,0, , ,0,0,0,3,0,0,3,3, ,3,3,3,0, , , ,0, , ,0,0,0,0,0,0,1,1,0,1,0, , , , , , , , , , , , , , ,1, ,0,0,0,1,0,0, ,0,2,3,3,3,3,3,2, ,1, , , , ,Importation,Importation,Importation,Importation,Importation,Importation,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product,By stopping foriegn companies from dumping their product
174,2008,0, , ,0,28,0, ,0,1,0,0,0,0,0,0,0,24,16,0,0,0,0,24,16, , , , ,0,1,1,1,0,13,0,0,0,0,0,0, ,145660480,164983613, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,1,1,0,0, ,1,0, , , , , , , ,0,0,1,0,1,0,1, ,0,0, ,1,0,1,0,0,0, ,0, , , , , , , , , , , , , , ,0, , , ,23000000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, , , , , , , , ,1,3,3,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,3,3, , ,3,3,3,3,0, ,0, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,3,2,2,3,3,2,3,3, ,3,2,0,0, , , ,0, , ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,3,3,1,2,2,3,2, ,0, , , , , , , , , , ,Check battery that use bromate,Check battery that use bromate,Check battery that use bromate,Check battery that use bromate,Check battery that use bromate,Check battery that use bromate,Check battery that use bromate,Check battery that use bromate
175,2008,0,1967,1,0,28,1,0,1,1,0,0,0,0,0,0,82,85,95,96,110,124,178,195,219, , , , ,0,3,4,24,13,51,0,0,0,2,5,119,245000000,330000000,402000000, , , ,1,1,1,0,0, ,1,0, , , , , ,0,1, ,25,75,0,1,0,1,0,0, ,1,0, , , , , , , ,0,1,0, , ,0,1, ,0,1, ,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , ,60000000,30000000,90000000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,3,2, , ,0,0,0,0,0, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , ,0,0,0,0,2,2,1,1, ,0,0,0,0, , , ,0, , ,0,0,0,0,0,0,1,1,0,1,1, , ,3,3,2,2, , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
176,2008,0,1976,1,0,17,0, ,1,1,1,0,0,0,0, ,238,240,269,0,0,0,238,240,269, , , , ,0,1,8,10,4,24,0,0,0,0,0,0,558036484,711780526,805853667, , , ,1,1,1,0,0, ,1,0, , , , , ,1,1, , , ,1,1,1,1,0,0, ,1,0, , , , , , , ,0,0,0, , ,0,1, ,0,0, ,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , ,10000000,35000000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,0,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,1, ,0,0, , ,2,2,2,2,2, ,0, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1, , ,2,3,2,2,2,2,2,0, ,3,3,3,3, , , ,0, , ,0,0,0,0,0,0,0,1,0,0,1, , ,2, ,2,2, , , , , , , , ,0, ,0,0,0,0,0,0, ,1, , , , , , , , ,0,Funding,Funding,Funding,Funding, , , , , , , , , , , , , , 
177,2008,1,1968, ,0,22,0, ,1,1, , , , , , ,70,65,62,20,15,25,90,80,87, , , , ,0,0,21,4,28,29,0,0,0,0,5,28,698861000,4094895000,3863539000, , , ,1,1,0,1,0, ,1,0, , , , , ,1,1, , , ,1,1,1,0,1,0, ,1,0, , , , , , , ,0,1,1,0,1,1,1, ,0,1, ,0,0,1,1,0,1, ,0, , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,0,2,2,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0, , , , , ,0, ,3,2, , ,3,2,3,3,3, ,3, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,1,1,0,2,1,2,3, ,3,3,1,1, , , ,0, , ,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , ,0, ,0,0,1,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , ,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities
178,2008,0,1999, ,0,22,0, ,0,1,0,0,0,0,0,0,200,210,231, , , ,200,210,231, , , , ,0,1,3,4,4,1,0,0,0,0,0,0,50000000,52000000,57000000, , , ,0,0, , , , , , , , , , , , , , , , ,1,1,1,1,0,0, ,1,0, , , , , , , ,0,0,0, , ,0,1, ,0,0, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , ,18000000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0, ,2,2, , ,3,2,3,3,3, ,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,1,2,2, ,0,0,0,0, ,3,0,0,0, , , ,0, , ,0,0,0,0,0,0,1,1,0,1,1, , , ,3,2,2, , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,1, , , , ,Importation,Importation,Importation,Importation,Importation,Importation,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
179,2008,0,1994,1,0,15,0, ,1,0,0,0,0,0,0,0,13,25,30,0,0,0,13,25,30, , , , ,0,0,0,10,5,216,0,0,0,0,0,0,100886000,123355000,113855000, , , ,1,1,1,0,0, ,1,0, , , , , ,0,0, , , ,0,0,0, , , , , , , , , , , , , ,0,0,0, , ,0,0, ,0,0, ,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,0,0, , ,0,0,0,0,0, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, , , ,0, , ,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
180,2008,0, , ,0,15,0, ,1,1,0,0,0,0,0,0,10,15,20,0,0,0,10,15,20, , , , ,0,0,0,0,0,0,0,0,0,0,0,3,250000,350000,800000, , , ,0,1,1,0,0, ,1,0, , , , , ,0,1, ,50, ,1,0,0,1,0,0, ,1,0, , , , , , , ,0,0,0, , ,0,1, ,0,0, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , ,350000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0, ,2,0, , ,2,2,3,3,0, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,2, , ,0,0,1,0,0,0,0,1, ,2,0,0,0, , , ,1, , ,1,0,1,0,0,0,0,1,0,1,1, , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0, ,2,3,1,2,3,3,0,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
181,2008,0, , ,0,20,0, ,1,1,0,0,0,0,0,0,30,40,50,0,0,0,30,40,50, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,120000,200000,400000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,0, , ,0,1,1,0,0,0,0,2, ,2,0,0,0, , , ,0, , ,1,0,1,0,0,0,1,1,1, ,0, , ,1,2,1,1, , , , , , , , ,1, ,0,0,0,0,0,0, ,0, ,2,3,1,2,3,3,0,0, , , , , , , , , , ,Though technical support device,Though technical support device,Though technical support device,Though technical support device,Though technical support device,Though technical support device,Though technical support device,Though technical support device
182,2008,1,1968, ,0,22,0, ,1,1, , , , , , ,37,78,82,0,9,30,37,87,112, , , , ,0,0,21,4,28,29,0,0,0,0,5,28,250000,300000,370000, , , ,1,1,0,1,0, ,1,0, , , , , ,1,1, , , ,1,1,1,0,1,0, ,1,0, , , , , , , ,0,1,1,0,1,1,1, ,0,1, ,0,0,1,1,0,1, ,0, , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,3,2, , ,3,2,3,3,3, ,3, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,1,1,0,2,1,2,3, ,3,3,1,1, , , ,0, , ,0,0,0,0,0,0,1,0,0,0,0, , ,3,3,2,3, , , , , , , , ,0, ,0,0,1,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
183,2008,0, ,1,0,22,1,1, ,1, , , , , , ,118,131,131,0,0,0,118,131,131, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,562614000,808176000,503126000, , , ,1,1,1,0,0, ,1,0, , , , , ,1,1, , , ,1,1,1,1,0,0, ,1,0, , , , , , , , , ,1,1,0,0,1, ,0,1, ,1,0,1,1,0,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,2,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0, , , , , , , , ,0,0, , ,0,0,0,0,0, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0, ,3,0,0,0, , , ,1, , ,1,1,1,1,1,0,0,1,0,1,0, , ,3,3,3,3, , , , , , , , ,1, ,0,0,0,0,0,0, ,1,0,3,0,0,0,0,0,0,0, , , , , , , , , , ,By making law to back industrial innovation,By making law to back industrial innovation,By making law to back industrial innovation,By making law to back industrial innovation,By making law to back industrial innovation,By making law to back industrial innovation,By making law to back industrial innovation,By making law to back industrial innovation
184,2008,0,1993, ,0,15,1,1,1,0,0,0,0,0,0,0,30,36,45,0,0,0,30,36,45, , , , ,0,0,1,1,10,0,0,0,0,0,0,0,1950000,2400000,3200000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , ,0,1,0,0, , ,0,3, ,3,1, , , , , ,1, , ,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,3,2,3,3,3,0,3, ,1, , , , ,Tax rate or fiscal policies (Import duties),Tax rate or fiscal policies (Import duties),Tax rate or fiscal policies (Import duties),Tax rate or fiscal policies (Import duties),Tax rate or fiscal policies (Import duties),Tax rate or fiscal policies (Import duties),Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
185,2008,1, , ,0,15,1,0,1,1,1, , , , , ,211,206,214,192,189,220,403,393,434, , , , ,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,1,0,1,0,0, ,0,1, , , , , ,0,1, ,15, ,0,0,1,1,0,0, ,0,1, , , , , , , ,0,0,0, , ,0,0, ,1,0, ,0,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,2,2,0,3,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0, ,2,1, , ,3,0,0,2,0, ,3, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1, , ,1,1,1,0,1,0,2,3, ,3,0,0,0, , , ,0, , ,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,1,2,3,3,3,3,3, ,0, , , , , , , , , , , , , , , , , , 
186,2008,0,1982,1,0,25,1,1, ,1, , , , , , ,50,50,61,114,114,114,164,164,175, , , , ,0,3,3,3,5,47,0,0,1,0,2,111,220000000,221000000,284000000, , , ,1,1,1,0,0, ,1,0, , , , , ,1,1, , , ,1,1,1,1,0,0, ,1,0, , , , , , , ,1,1,1,0,1,1,1, ,1,1, ,0,0,0,1,0,0, ,0, , , , , , , , , , , , , , ,0,0,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,0,0,0,0,1,2,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,3,3, , ,3,3,2,2,1, ,2, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , ,1,1,1,0,1,1,2,2, ,3,2,1,1, , , ,0, , ,0,0,1,1,1,1,1,1,1,1,1, , ,2,3,2,2, , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,1, , , , ,Energy,Energy,Energy,Energy,Energy,Energy,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
187,2008,0,1974,1,0,20,0, ,1,1,0,1,0,0,0,0,85,130,150,0,0,0,85,130,150, , , , ,0,0,2,5,10,0,0,0,0,0,0,0,2000000,3000000,5000000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0,0, , ,1,0,1,0,0,0,0,2, ,1,0,0,0, , , ,0, , ,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0, ,1,2,1,1,3,3,0,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
188,2008,0, , ,0,15,0, ,0,0,0,0,0,0,0,0,14,14,14,0,0,0,14,14,14, , , , ,0,0,0,0,0,0,0,0,0,0,0,14,10000,15000,18000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,2,3,2,2, ,2, ,1, ,1, , , , , , ,0, , ,0,0,0,0,0,0,0,1,1,0,1, , , , , , , , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , ,3,3, ,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
189,2008,0, , ,0,15,0, ,1,0,0,0,0,0,0,0,12,12,12,0,0,0,12,12,12, , , , ,0,0,0,0,0,0,0,0,0,0,12,1,1000000,1000000,1000000, , , ,0,1,1,0,0, , , , , , , , , , , , ,2,0,0,0, , , , , , , , , , , , , ,0,0,0, , ,0,0, ,0,0, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0, ,2,2, , ,0,0,1,2,0, ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,2,2, ,2, ,1,1, , , , ,2,2, , , ,0, , ,0,0,0,0,0,0,1,1,1,1,1, , ,0,0,2,2, , , , , , , , ,1, ,0,0,0,0,0,0, ,0, , , , ,0, , , ,0, , , , , , , , , , ,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
